2013-04-28,4.3
2013-04-29,4.37
2013-04-30,4.4
2013-05-01,4.29
2013-05-02,3.78
2013-05-03,3.39
2013-05-04,3.03
2013-05-05,3.49
2013-05-06,3.59
2013-05-07,3.37
2013-05-08,3.28
2013-05-09,3.4
2013-05-10,3.41
2013-05-11,3.46
2013-05-12,3.36
2013-05-13,3.26
2013-05-14,3.28
2013-05-15,2.82
2013-05-16,2.93
2013-05-17,2.89
2013-05-18,3.2
2013-05-19,3.3
2013-05-20,3.31
2013-05-21,3.19
2013-05-22,3.09
2013-05-23,3.12
2013-05-24,3.17
2013-05-25,3.19
2013-05-26,3.12
2013-05-27,3.23
2013-05-28,3.1
2013-05-29,3.09
2013-05-30,3.08
2013-05-31,2.97
2013-06-01,2.94
2013-06-02,2.83
2013-06-03,2.73
2013-06-04,2.7
2013-06-05,2.87
2013-06-06,2.88
2013-06-07,2.78
2013-06-08,2.6
2013-06-09,2.55
2013-06-10,2.38
2013-06-11,2.49
2013-06-12,2.41
2013-06-13,2.4
2013-06-14,2.27
2013-06-15,2.14
2013-06-16,2.09
2013-06-17,2.14
2013-06-18,2.28
2013-06-19,2.3
2013-06-20,2.3
2013-06-21,2.33
2013-06-22,2.86
2013-06-23,2.9
2013-06-24,3.13
2013-06-25,2.85
2013-06-26,2.81
2013-06-27,2.88
2013-06-28,3.04
2013-06-29,2.76
2013-06-30,2.79
2013-07-01,3.01
2013-07-02,2.95
2013-07-03,2.85
2013-07-04,2.68
2013-07-05,2.71
2013-07-06,2.42
2013-07-07,2.46
2013-07-08,2.71
2013-07-09,2.58
2013-07-10,2.61
2013-07-11,2.84
2013-07-12,2.72
2013-07-13,2.81
2013-07-14,2.93
2013-07-15,2.87
2013-07-16,3
2013-07-17,3.08
2013-07-18,3.15
2013-07-19,2.88
2013-07-20,2.96
2013-07-21,2.87
2013-07-22,2.95
2013-07-23,2.89
2013-07-24,2.99
2013-07-25,2.95
2013-07-26,2.98
2013-07-27,2.9
2013-07-28,2.88
2013-07-29,2.94
2013-07-30,2.97
2013-07-31,3
2013-08-01,2.87
2013-08-02,2.94
2013-08-03,2.84
2013-08-04,3.01
2013-08-05,3
2013-08-06,2.84
2013-08-07,2.82
2013-08-08,2.75
2013-08-09,2.71
2013-08-10,2.69
2013-08-11,2.55
2013-08-12,2.69
2013-08-13,2.66
2013-08-14,2.76
2013-08-15,2.74
2013-08-16,2.76
2013-08-17,2.72
2013-08-18,2.8
2013-08-19,2.8
2013-08-20,2.82
2013-08-21,2.77
2013-08-22,2.69
2013-08-23,2.78
2013-08-24,2.74
2013-08-25,2.68
2013-08-26,2.58
2013-08-27,2.57
2013-08-28,2.58
2013-08-29,2.54
2013-08-30,2.54
2013-08-31,2.66
2013-09-01,2.59
2013-09-02,2.57
2013-09-03,2.55
2013-09-04,2.6
2013-09-05,2.82
2013-09-06,2.78
2013-09-07,2.68
2013-09-08,2.7
2013-09-09,2.73
2013-09-10,2.73
2013-09-11,2.64
2013-09-12,2.75
2013-09-13,2.69
2013-09-14,2.66
2013-09-15,2.59
2013-09-16,2.65
2013-09-17,2.63
2013-09-18,2.6
2013-09-19,2.55
2013-09-20,2.61
2013-09-21,2.48
2013-09-22,2.53
2013-09-23,2.53
2013-09-24,2.47
2013-09-25,2.47
2013-09-26,2.37
2013-09-27,2.4
2013-09-28,2.39
2013-09-29,2.27
2013-09-30,2.3
2013-10-01,2.34
2013-10-02,2.42
2013-10-03,1.98
2013-10-04,2.18
2013-10-05,2.19
2013-10-06,2.13
2013-10-07,2.17
2013-10-08,2.1
2013-10-09,1.98
2013-10-10,1.93
2013-10-11,2.03
2013-10-12,2.07
2013-10-13,2.12
2013-10-14,2.15
2013-10-15,2.06
2013-10-16,1.97
2013-10-17,1.92
2013-10-18,1.92
2013-10-19,1.91
2013-10-20,1.87
2013-10-21,1.93
2013-10-22,1.82
2013-10-23,1.7
2013-10-24,2.06
2013-10-25,2.29
2013-10-26,2.16
2013-10-27,2.2
2013-10-28,2.13
2013-10-29,2.17
2013-10-30,2.13
2013-10-31,2.28
2013-11-01,2.34
2013-11-02,2.46
2013-11-03,2.72
2013-11-04,2.9
2013-11-05,3.08
2013-11-06,3.04
2013-11-07,3.36
2013-11-08,4.38
2013-11-09,4.61
2013-11-10,4.34
2013-11-11,3.91
2013-11-12,4.01
2013-11-13,4.02
2013-11-14,4.11
2013-11-15,4.27
2013-11-16,4.19
2013-11-17,4.33
2013-11-18,4.13
2013-11-19,9.42
2013-11-20,7.96
2013-11-21,8.01
2013-11-22,9.36
2013-11-23,10.12
2013-11-24,10.59
2013-11-25,10.32
2013-11-26,12.38
2013-11-27,19.91
2013-11-28,38.99
2013-11-29,44.37
2013-11-30,36.94
2013-12-01,40.57
2013-12-02,34.47
2013-12-03,33.35
2013-12-04,39.32
2013-12-05,44.53
2013-12-06,37.46
2013-12-07,29.74
2013-12-08,23.18
2013-12-09,27.21
2013-12-10,31.5
2013-12-11,36.29
2013-12-12,31.23
2013-12-13,31.65
2013-12-14,31.45
2013-12-15,30.46
2013-12-16,31.39
2013-12-17,24.43
2013-12-18,21.85
2013-12-19,13.43
2013-12-20,19.85
2013-12-21,17.31
2013-12-22,16.6
2013-12-23,16.74
2013-12-24,17.81
2013-12-25,17.65
2013-12-26,21.65
2013-12-27,24.81
2013-12-28,23.19
2013-12-29,22.56
2013-12-30,23.89
2013-12-31,24.51
2014-01-01,24.35
2014-01-02,24.7
2014-01-03,25.67
2014-01-04,24.81
2014-01-05,25.04
2014-01-06,26.91
2014-01-07,29.24
2014-01-08,22.84
2014-01-09,24.49
2014-01-10,24.45
2014-01-11,24.99
2014-01-12,27.05
2014-01-13,25.13
2014-01-14,24.28
2014-01-15,24.1
2014-01-16,25.27
2014-01-17,24.4
2014-01-18,23.81
2014-01-19,24.56
2014-01-20,25.43
2014-01-21,25.2
2014-01-22,24.85
2014-01-23,23.65
2014-01-24,22.3
2014-01-25,20.7
2014-01-26,23.2
2014-01-27,24.13
2014-01-28,20.12
2014-01-29,21.42
2014-01-30,21.91
2014-01-31,21.65
2014-02-01,22.1
2014-02-02,22.5
2014-02-03,22.37
2014-02-04,21.9
2014-02-05,21.53
2014-02-06,20.86
2014-02-07,19.9
2014-02-08,18.53
2014-02-09,18.02
2014-02-10,18.3
2014-02-11,17.76
2014-02-12,17.41
2014-02-13,16.93
2014-02-14,15.37
2014-02-15,16.45
2014-02-16,16.09
2014-02-17,15.14
2014-02-18,15.47
2014-02-19,15.56
2014-02-20,15.7
2014-02-21,13.98
2014-02-22,13.92
2014-02-23,14.98
2014-02-24,15.42
2014-02-25,14.5
2014-02-26,13.8
